5\1\2003,,11738.706,0.204054067,-0.075932604,-0.12,-1.22,-0.3264,-1.1666,0.9793,0.8643,-0.1864,0.7329,-0.7121,0.5904,0.704,1.5708,-0.3719,0.2329,0.4153,-0.1326,0.9714
8\1\2003,,11935.461,0.591213552,0.321274686,-0.03,0.40,-0.5964,-0.321,-0.6826,-0.0154,-1.0539,-0.1743,-0.4958,-0.1582,-0.9695,0.6667,0.1468,0.8714,0.3843,-0.2147,-0.1495
11\1\2003,,12042.817,0.899976092,0.598827509,1.06,1.83,0.286,-0.5549,-0.6527,0.614,-0.5062,0.4803,-0.8375,0.4626,-0.3485,0.6763,0.5617,0.4597,0.5435,-0.0457,0.3891
2\1\2004,,12127.623,1.306343169,0.964119001,2.12,2.93,0.3779,-0.8625,-0.4454,0.8739,-0.4156,0.7654,-1.0851,0.8417,-0.3736,1.2862,0.5415,0.4598,0.5601,0.2949,0.9066
5\1\2004,,12213.818,0.739066596,0.453412088,1.73,3.38,0.4949,-0.6382,-0.0601,0.8101,-0.0587,0.7517,-0.4649,0.4646,0.3432,2.058,1.2503,0.0054,0.6501,0.5402,0.8135
8\1\2004,,12303.533,0.590840949,0.23175379,1.79,3.25,0.6013,-0.831,-0.1003,0.9997,-0.0641,0.8777,-0.7321,0.6984,0.3942,1.6075,0.5971,-0.2788,0.6152,0.4263,1.0056
11\1\2004,,12410.282,1.470947734,0.914376958,2.63,3.32,0.5679,-0.5736,0.4363,0.7701,0.3818,0.6866,-0.5389,0.797,0.2966,1.528,0.0617,-0.1645,0.5999,0.6695,0.9988
2\1\2005,,12534.113,1.551830779,0.881784666,2.86,3.84,0.5281,-0.2472,0.6385,0.479,0.6003,0.4525,-0.2888,0.5654,0.1343,1.1054,0.0501,0.0315,0.5491,0.8632,0.7404
5\1\2005,,12587.535,1.254659132,0.514816104,2.70,4.04,0.8938,-0.4881,1.1536,0.8826,1.0924,0.8812,-0.0822,0.7266,0.9696,1.5241,-0.2392,-0.3238,0.5909,0.9929,1.1876
8\1\2005,,12683.153,1.289363785,0.438331103,2.61,3.89,0.4439,-0.3742,0.8834,0.5379,0.6897,0.5112,-0.0545,0.5275,0.5166,0.9657,-0.5233,-0.0898,0.4887,0.9329,0.819
11\1\2005,,12748.699,0.459627862,-0.421171893,2.20,3.65,0.5281,-0.1019,1.5475,0.43,1.2164,0.4968,0.4528,0.3594,1.4436,0.8124,-0.668,-0.2272,0.4806,0.9478,0.7949
