,FYGT10,fyff_3m,fygt2_3m,fygt10_3m,Baa,EXRate,Wilsh,BAA_TB10,Auto_TB2,Mortc_tb10,BankCred,ComPapOut,Compapis_M24,TED_SPR,LIBOR_SPR,MZM,cor_e_t,Idio_bank,ppi_561_ma24,VIX,Fpers_TB,FRBSLO_1,FRBSLO_2,FRBSLO_3,SLGOV_Liab,NonFed_Liab,Priv_nfdebt,Fin_Liab,ABS_CC,ABS_mort1,ABS_mort2,BD_Leverage
2005.25,0.12,-0.04,0.89,1.89,6.02,-3.61,2.14,1.8,2.53,1.49,183.9,29.4567,1.02609035829,0.2968,2.66675,11.2,-0.0401832465805,0.00132735217987,1.10553073486,12.82,8.56666666667,-23.6,-12.9,11.5,48.4,428.518,380.118,113.787,5.265,118.357,15.846,0.696706895063
2005.5,0.12,0.0,0.87,1.56,6.05,1.74,-0.8,1.71,1.63,1.52,188.0,62.9239,1.05781458146,0.3133,3.15326,-6.9,-0.504232939827,0.00179401592871,1.17079401121,15.31,8.38666666667,-24.1,-24.1,15.7,32.5,499.564,467.064,114.456,16.276,142.297,24.227,0.713284688513
2005.75,-0.16,0.03,0.65,0.96,5.95,1.9,3.66,1.77,2.01,1.52,183.3,69.9454,1.14222377431,0.3229,3.61302,54.2,0.0630050811856,0.00113761561522,1.27197640118,11.57,8.26666666667,-16.7,-11.1,21.2,54.4,531.273,476.873,62.33,-9.76,159.182,17.53,-0.189329649701
2006.0,0.28,0.05,0.56,0.75,6.3,0.48,-0.88,1.84,2.48,1.61,138.2,82.0314,1.25734099542,0.3774,4.1674,94.8,-0.0138411875763,0.00192067359287,1.21173333333,15.32,7.58666666667,-8.8,-5.3,3.8,36.6,563.008,526.408,17.026,26.597,153.501,40.01,-0.168975825344
2006.25,-0.04,0.05,0.16,0.18,6.24,-2.47,3.33,1.82,2.22,1.73,133.3,62.6477,1.27539879471,0.2653,4.60527,85.0,-0.1746032349,0.00128712396942,1.14555450658,12.95,7.58,-10.7,-7.1,11.5,24.1,567.978,543.878,114.667,11.078,143.581,24.51,-2.33786834974
2006.5,0.57,0.17,0.29,0.39,6.68,0.8,1.36,1.69,0.79,1.52,204.2,64.5377,1.35951353753,0.3517,5.07115,35.4,0.534979479884,0.000885497734738,1.17451349655,11.59,7.58666666667,-12.3,-7.0,14.5,33.4,589.947,556.547,83.205,15.644,146.06,20.821,0.742660124465
2006.75,0.1,0.3,0.17,0.14,6.76,-0.31,-1.55,1.67,-3.02,1.67,171.2,56.8946,1.29328491537,0.4153,5.49533,79.2,0.123902149255,0.00126816243139,1.17812879708,14.95,7.47,-8.9,-1.8,7.7,40.1,479.3,439.2,153.987,4.556,127.98,23.742,0.969895936487
2007.0,-0.36,0.33,-0.12,-0.19,6.42,-1.55,3.91,1.69,-0.07,1.63,244.3,90.7725,1.14333712784,0.3234,5.37334,118.5,0.132316589071,0.00090505035814,0.880252199689,11.1,7.75333333333,0.0,-1.8,1.9,56.1,574.59,518.49,51.155,19.887,99.96,33.816,9.77518283027
2007.25,0.03,0.27,-0.1,-0.22,6.34,-1.22,2.76,1.58,1.36,1.46,183.0,90.8974,1.07845506121,0.25,5.36001,143.8,0.133206617546,0.000890175488659,0.833191247513,10.42,7.55333333333,0.0,5.3,1.8,55.5,540.892,485.392,209.984,2.614,90.443,32.024,-0.925876599941
2007.5,-0.07,0.38,-0.2,-0.18,6.39,-0.7,1.73,1.7,0.21,1.49,92.0,64.5902,1.16687721829,0.3448,5.35476,145.4,-0.38436915057,0.000964894755542,0.971627099016,14.22,7.76333333333,-3.7,1.9,7.8,52.5,613.001,560.501,38.9,4.532,70.057,38.948,1.06004372856
2007.75,0.31,0.44,0.0,0.18,6.65,-2.04,-0.76,1.65,0.24,1.7,177.3,145.7058,1.22993564674,0.3997,5.35966,195.2,-0.659484427967,0.00143174849497,1.18972938208,23.52,8.13,7.5,7.7,0.0,39.9,596.716,556.816,-18.036,15.02,-55.152,44.173,2.09366810803
2008.0,-0.47,0.86,0.07,0.63,6.48,-3.42,3.84,1.95,0.63,1.85,335.3,-290.1124,1.09210411213,1.1465,5.14652,380.2,-0.604506362032,0.00154417902531,1.30001940617,18.53,8.68333333333,19.2,9.6,-6.0,43.2,555.461,512.261,-221.019,0.425,-73.12,12.341,6.8288744778
2008.25,-0.79,1.19,-0.27,0.99,6.54,-1.53,-6.22,2.8,2.49,2.02,221.2,-37.0823,0.965405836751,1.0977,3.91764,223.5,-0.28782770376,0.00250756003142,1.31631328429,26.2,9.40666666667,32.2,30.4,-15.1,21.4,333.893,312.493,2.599,-3.687,-59.259,-5.574,10.024204993
2008.5,-0.06,0.99,0.76,2.39,6.97,-2.25,0.58,3.29,2.49,2.24,50.4,-102.7539,0.920282487955,1.4847,2.79466,415.9,-0.655517681152,0.00237342072508,1.41898600873,20.79,8.72333333333,55.4,51.8,-22.6,10.1,186.618,176.518,-273.945,0.061,-87.119,-5.816,-3.63687783619
2008.75,0.33,0.38,0.94,2.38,7.16,0.84,-3.6,3.15,0.71,2.42,44.9,-24.9447,0.840428733761,1.1323,2.79234,153.7,-0.60717424646,0.0053183716658,1.45242669522,22.94,9.12333333333,57.6,65.3,-34.0,21.5,146.733,125.233,-232.411,-10.307,-77.945,-10.426,22.141929763
2009.0,-0.2,0.3,0.94,3.14,8.88,8.55,-11.55,5.07,4.8,2.39,519.7,-142.7309,1.19344484427,3.3686,4.05859,77.2,-0.395718841359,0.00920546191064,0.726802820462,59.89,10.2266666667,83.6,74.5,-47.2,1.2,-35.995,-37.195,-379.19,-23.382,-88.767,-8.334,-32.0458300669
2009.25,-1.29,0.02,0.68,2.39,8.14,-0.24,-5.11,5.62,7.42,2.54,-204.1,-32.8863,0.750204550148,1.0808,1.21081,486.3,-0.336674250774,0.00726387034697,0.344256348247,44.84,10.1433333333,64.2,69.2,-16.0,26.5,7.193,-19.307,-195.448,-17.054,-83.316,-6.477,-8.82083781619
2009.5,0.41,-0.01,0.77,2.77,8.39,1.21,2.58,5.46,2.07,1.88,-70.2,-223.4839,0.648672569446,0.9462,1.10622,123.7,-0.568709411235,0.00610020712447,0.565192663159,36.5,10.2366666667,39.6,42.3,-5.9,23.1,-95.284,-118.384,212.929,-5.524,-94.377,-7.286,-8.54968650717
2009.75,0.63,-0.02,0.84,3.38,7.09,-3.54,4.67,3.53,2.41,1.66,-17.3,-242.4551,0.639474642382,0.3353,0.51533,141.9,-0.40638059537,0.00242618742637,0.852366209642,25.92,9.85666666667,31.5,34.0,-6.0,31.9,-129.832,-161.732,64.167,-9.706,-82.588,-7.702,-1.39605220777
2010.0,-0.17,0.05,0.88,3.32,6.29,-3.62,1.97,2.9,2.47,1.56,-196.2,105.1074,0.69289284078,0.2131,0.28308,-3.7,-0.49676542866,0.00149814347278,1.33185349612,30.69,10.3266666667,14.0,16.1,-1.9,27.2,-93.34,-120.54,125.343,-34.698,-73.192,-16.601,-0.108142025374
